date_day,polls_Trump,polls_Harris,google_Harris,google_Trump,donald_trump_love,donald_trump_hate,kamala_harris_love,kamala_harris_hate
2024-08-14,0.4469677222222222,0.4549393888888889,0.03,0.045,0.3575921563079228,0.6424078433900267,0.516940631903708,0.4830593750812113
2024-08-15,0.4467145555555555,0.4550872777777778,0.03,0.04,0.3942319646869835,0.6057680378618994,0.5545902366821582,0.4454097661834497
2024-08-16,0.4492870555555555,0.4537888888888888,0.03,0.04,0.3806489024932185,0.6193510909875234,0.5191902597745259,0.4808097536365191
2024-08-17,0.4496792222222222,0.4532641111111111,0.03,0.04,0.3754202694528633,0.6245797259940041,0.4502156241373582,0.5497843609614805
2024-08-18,0.4505386111111111,0.4548882222222223,0.03,0.04,0.3225768933132771,0.6774230988756302,0.4545273886372645,0.5454726032912731
2024-08-19,0.4461233,0.46051375,0.03,0.04,0.3691455941423773,0.6308544009402395,0.4850874665174998,0.5149125281502219
2024-08-20,0.4465498,0.4601689,0.04,0.05,0.2971902370101321,0.7028097610686295,0.6086213865623714,0.3913786122911811
2024-08-21,0.4439556363636364,0.4664026363636364,0.045,0.06,0.3080288274341655,0.6919711707711188,0.6183650782647939,0.3816349218458462
2024-08-22,0.4432258636363636,0.4678256363636364,0.04,0.055,0.3344220338191943,0.6655779661254558,0.5811873730560739,0.418812627043083
2024-08-23,0.4438682727272728,0.4685651363636364,0.095,0.07,0.2946859291238085,0.7053140703316273,0.5892278254405126,0.4107721751591561
2024-08-24,0.4442119090909091,0.4670618636363636,0.04,0.055,0.3618581358875547,0.6381418632001293,0.4806374989641018,0.5193625004627765
2024-08-25,0.4444870454545455,0.4661701818181818,0.03,0.04,0.3775219472949035,0.622478046382849,0.3888016358017921,0.6111983668804168
2024-08-26,0.4449509545454546,0.4672934545454545,0.03,0.04,0.3623543697176501,0.6376456255093217,0.477895299238818,0.5221047018255506
2024-08-27,0.4454688636363637,0.4664142727272727,0.03,0.04,0.4479064705471198,0.5520935337990522,0.510017542168498,0.4899824531748891
2024-08-28,0.4462567727272727,0.4696847727272727,0.03,0.04,0.3525690378054328,0.6474309596030609,0.4743435769700087,0.5256564181584579
2024-08-29,0.4520151363636364,0.4749783636363636,0.04,0.05,0.33542034526666,0.6645796696345011,0.3390734940767288,0.6609265506267548
2024-08-30,0.4552163181818182,0.4740828181818181,0.05,0.04,0.3593260854044381,0.6406739174443132,0.4080134061984269,0.5919865929936788
2024-08-31,0.4596506666666666,0.4716113333333334,0.025,0.04,0.3279357846412394,0.6720642174283663,0.4021428450942039,0.5978571176528931
2024-09-01,0.4604130416666667,0.4717869166666667,0.025,0.04,0.4084915720990726,0.5915084098066602,0.3452554047107696,0.6547445853551229
2024-09-02,0.4515387692307692,0.4804681538461539,0.025,0.03,0.2674171436164114,0.7325828605228,0.4025987188021342,0.5974012811978658
2024-09-03,0.4517180769230769,0.4802113076923077,0.02,0.03,0.3840553879737854,0.615944629907608,0.354979857802391,0.6450201272964478
2024-09-04,0.4524096923076923,0.4801228461538462,0.02,0.04,0.3649560242891311,0.6350439965724946,0.4944674621025721,0.5055325478315353
2024-09-05,0.4543743846153846,0.4819938076923077,0.02,0.04,0.3716420107162915,0.6283579904299516,0.4568817052576277,0.5431182748741574
2024-09-06,0.4561890384615384,0.4844955769230769,0.02,0.04,0.413469034331766,0.5865309617736123,0.4650376501836274,0.5349623435421994
2024-09-07,0.4560964230769231,0.484219,0.02,0.03,0.5193515916665395,0.4806484083334605,0.3563084155321121,0.6436915993690491
2024-09-08,0.4596303461538461,0.4854727307692307,0.02,0.03,0.4244333399193628,0.5755666707243238,0.4536223821341991,0.5463776160031557
2024-09-09,0.4652593571428572,0.4820532499999999,0.03,0.04,0.4652045354247093,0.5347954640785854,0.4255394723854567,0.5744605291830865
2024-09-10,0.4659142857142857,0.4815936785714285,0.04,0.055,0.3706983750065167,0.6293016218620798,0.4571777185933156,0.5428222814066843
2024-09-11,0.4622268333333333,0.4814001666666666,0.135,0.175,0.2778906142935256,0.722109385646236,0.4693928333328265,0.5306071665791428
2024-09-12,0.4615638666666667,0.4824542,0.055,0.08,0.3986691311001777,0.601330873267404,0.4213238963536147,0.5786760952965967
2024-09-13,0.4599763666666667,0.4816558666666666,0.04,0.065,0.3855010819222246,0.614498923931803,0.3151675770059228,0.6848324369639158
2024-09-14,0.4602863,0.4803175,0.035,0.055,0.3657109740817425,0.6342890223070067,0.394874670327856,0.605125333254154
2024-09-15,0.4575388125,0.48168621875,0.03,0.165,0.3450344876028023,0.6549655153201177,0.4534146953906331,0.546585319510528
2024-09-16,0.45663815625,0.48223146875,0.025,0.135,0.2784080153538121,0.721591986991741,0.3404741690028458,0.6595258414745331
2024-09-17,0.4605101176470588,0.4790766176470588,0.025,0.06,0.2775553835783409,0.722444620267808,0.3610290263938467,0.6389709669278889
2024-09-18,0.458832794117647,0.4818572647058824,0.02,0.055,0.3160191808295036,0.6839808254901852,0.459330193432314,0.5406698068337781
2024-09-19,0.4542576944444444,0.4884292777777777,0.025,0.05,0.4150260408030878,0.5849739600083615,0.4078911207616329,0.5921088799611846
2024-09-20,0.4545688611111111,0.4881370277777778,0.03,0.04,0.4154973158782178,0.5845026761293411,0.4795093494467437,0.5204906582366675
2024-09-21,0.4548023888888888,0.4880683888888889,0.03,0.04,0.3925902361515909,0.607409761287272,0.4450715519487858,0.5549284601584077
2024-09-22,0.4546648611111111,0.4888474722222221,0.025,0.04,0.4030532836914062,0.5969467312097549,0.5124659165740013,0.4875340610742569
2024-09-23,0.4610333947368421,0.4816565263157895,0.025,0.04,0.4446055019895236,0.5553944806257883,0.5348137617111206,0.4651862382888794
2024-09-24,0.4626392368421052,0.4816627894736842,0.02,0.04,0.3863375928873816,0.6136624092857043,0.4364566847681999,0.5635433346033096
2024-09-25,0.4630278684210526,0.4829267894736842,0.025,0.04,0.3395513345797856,0.6604486637645297,0.4957705307751894,0.5042294878512621
2024-09-26,0.4618349210526316,0.4857229999999999,0.02,0.035,0.2859590750719819,0.7140409258149919,0.6040865292674616,0.3959134868101069
2024-09-27,0.4622795263157894,0.4846612631578947,0.02,0.035,0.376459196887233,0.6235408214005557,0.3874905426055192,0.6125094555318356
2024-09-28,0.460054675,0.48596815,0.02,0.03,0.3337357869992653,0.666264221072197,0.345125070640019,0.6548749421324048
2024-09-29,0.459822925,0.48592075,0.02,0.04,0.3891149014234543,0.6108851080591028,0.394658846159776,0.6053411513566971
2024-09-30,0.4601724,0.48490085,0.02,0.035,0.4328859152893225,0.5671140876081254,0.4758841941302473,0.524115796929056
2024-10-01,0.4590946904761905,0.4879345714285715,0.02,0.04,0.3206866754825865,0.6793133240151271,0.382530123418705,0.6174698707393624
2024-10-02,0.4576493333333333,0.4879431666666666,0.02,0.045,0.3142294040714134,0.685770596238709,0.4204577909159191,0.5795422094296429
2024-10-03,0.4577842619047619,0.4872415238095238,0.02,0.04,0.3668651330163297,0.6331348707089606,0.3931221922989501,0.6068778022430664
2024-10-04,0.4584622380952381,0.4865679999999999,0.02,0.04,0.3843700323692139,0.615629970041268,0.4144131719418194,0.5855868264384891
2024-10-05,0.4583265476190476,0.4866040476190476,0.02,0.05,0.3667150874429479,0.6332849158809103,0.4159000077181392,0.5841000034577317
2024-10-06,0.4580739285714286,0.4866768333333333,0.02,0.04,0.4241582629447047,0.575841743398357,0.419943087734282,0.5800569066777825
2024-10-07,0.4578661904761905,0.4873711190476191,0.025,0.035,0.4221919079621632,0.577808079123497,0.3769451540250044,0.6230548310738343
2024-10-08,0.4637918181818182,0.4829722272727272,0.03,0.04,0.3407240223706416,0.6592759787110809,0.3944343678130791,0.6055656368049179
2024-10-09,0.4638717954545456,0.4815774090909089,0.025,0.04,0.3636644346252927,0.6363355657964382,0.3689528296285487,0.6310471740174801
2024-10-10,0.4645806590909091,0.4817230227272727,0.02,0.04,0.4447318433783948,0.5552681503817439,0.4068817711325691,0.59311823108617
2024-10-11,0.4647248181818182,0.4816310681818181,0.025,0.04,0.3924136513844132,0.6075863521546125,0.4665069243182306,0.5334930750338928
2024-10-12,0.4647847272727272,0.4817828636363636,0.02,0.04,0.3209314025938511,0.679068599505858,0.4227905324415156,0.5772094655978052
2024-10-13,0.4655872045454546,0.4823335681818181,0.025,0.05,0.4445475393631419,0.5554524562397941,0.4237451081474622,0.5762548862646023
2024-10-14,0.4654037727272727,0.4822946818181817,0.025,0.05,0.3379992901940237,0.6620007042180408,0.3221327831528873,0.6778672085040145
2024-10-15,0.4650895227272727,0.4817737045454545,0.03,0.06,0.4051560302575429,0.5948439697424571,0.4415760636329651,0.5584239413340887
2024-10-16,0.466102340909091,0.4822554545454545,0.04,0.05,0.3308194747246871,0.6691805326214461,0.4321269035184135,0.5678730886429548
2024-10-17,0.4559847708333333,0.4904803958333332,0.045,0.05,0.3224658906494952,0.6775341116348809,0.4121424259275806,0.5878575692827605
2024-10-18,0.4572838541666666,0.4895441458333334,0.03,0.05,0.4273451864719391,0.5726548118845505,0.4361650248796775,0.5638349735788231
2024-10-19,0.4574599583333333,0.4892638541666667,0.03,0.05,0.4119522864265101,0.5880477093751468,0.3000585723978777,0.699941431482633
2024-10-20,0.4573751666666665,0.4883108958333333,0.035,0.06,0.5391054814681411,0.4608945166692137,0.2789197704858249,0.7210802170965407
2024-10-21,0.4574206875,0.4883116875,0.04,0.065,0.386964619807575,0.6130353860233141,0.4341427278907402,0.5658572620671728
2024-10-22,0.4568868125,0.4875159791666666,0.035,0.06,0.4097525681490483,0.5902474355357497,0.4273473576714213,0.5726526330869931
2024-10-23,0.4573085799999999,0.48622622,0.035,0.065,0.4386492149803687,0.5613507865047133,0.5220701660198922,0.47792983148247
2024-10-24,0.4579198800000001,0.48620472,0.04,0.065,0.3644667389411209,0.6355332658234714,0.3590545356915942,0.6409454651433846
2024-10-25,0.45957852,0.48549024,0.04,0.07,0.3685549463710335,0.6314450565908776,0.3027016051389553,0.6972983998280985
2024-10-26,0.4597184,0.485024,0.04,0.08,0.4339011590927839,0.5660988401602177,0.4121386175975203,0.5878613879904151
2024-10-27,0.45996696,0.48607338,0.04,0.09,0.3521636719218431,0.6478363267886333,0.4430439648659606,0.5569560304284096
2024-10-28,0.4597163,0.48595642,0.04,0.105,0.3687364361493995,0.6312635653897336,0.4307036793231964,0.5692963188886643
2024-10-29,0.4633890576923077,0.4842016538461539,0.05,0.09,0.4474710404315841,0.5525289689164574,0.5156619344339815,0.4843380686848663
2024-10-30,0.4629074230769231,0.4838561923076923,0.05,0.085,0.3821231619539586,0.6178768388249657,0.392443093797192,0.607556910533458
2024-10-31,0.4684315172413792,0.4772328103448276,0.04,0.09,0.4776057971728732,0.5223942028766032,0.4582602830048193,0.5417397173873165
2024-11-01,0.4677617068965516,0.4782854999999999,0.04,0.085,0.3538531187911229,0.6461468812071215,0.5510612601322717,0.4489387390310647
2024-11-02,0.4689044137931035,0.4765226206896552,0.04,0.09,0.3446611610585436,0.6553388385571108,0.57145894966283,0.4285410514930015
2024-11-03,0.4694585172413793,0.4768224827586207,0.06,0.095,0.3477230348842577,0.6522769656323775,0.5823343941619792,0.4176656058051988
2024-11-04,0.4694585172413793,0.4768224827586207,0.065,0.1,0.3484299334098115,0.6515700667950743,0.5505777038980993,0.4494222966151092
2024-11-05,0.4694585172413793,0.4768224827586207,0.065,0.1,0.3607306548064332,0.639269345995423,0.6096312909845322,0.3903687096905535
